label,sentence
1,Sharon's likening of his invasion of Palestinian territories and the assassinations to the US-led war against the Taleban and Osama Ben Laden is abhorrent.
1,"Sharon's deceptive ploys cannot negate the fact that President Yasser Arafat and the Palestinian National Authority have and are still, even while under attack, doing their utmost to demonstrate their unambiguous commitment to stop violence, maintain the ceasefire, and get back to negotiations."
1,"Its self-seeking manipulation of the tragedy, which, if Tel Aviv has not noticed, has affected every corner of the earth, adds yet another burden upon Washington."
1,"Instead, it opts for brute force in dealing with a crisis, the exit from which, can only be achieved by the resumption of peace talks on the basis of the Mitchell report and the Tenet understandings."
1,There is an evident international resolve to put an end to the Arab-Israeli conflict in all its aspects.
1,"As the entire world is engaged in handling one of the most serious crises of our time, it is about time that Sharon and his government realise that predatory behaviour will not be tolerated for long."
1,"But instead of reciprocating, Israel, the state that since its creation has benefited most from US protection and backing, has turned out to be a fair-weather friend."
1,"The calls from Washington and London for the just and legitimate realisation of Palestinian statehood as part of such a settlement, should be viewed by the Israeli leadership as a guarantee of Israel's peace and security, but continued violence and aggression, as history has shown time and again, is a recipe for disaster."
1,"The Sharon government is doing exactly that, in total disregard and utter defiance and disrespect of advice from Washington and London, as well as other governments, for restraint and a quick return to the negotiating table."
1,"The US official told reporters traveling with Powell en route to Shanghai for an APEC meeting that he unequivocally denied the Washington Post report that said the Bush administration was considering such a move, specifically to allow sales of spare parts for mainland Chinese-owned helicopters as another weapon in the US war on terrorism."
1,"In his view, Kao said the cross-strait balance of military power is critical to the ROC's national security."
1,"""We believe in the sincerity of the United States in promising not to mix up its counter-terrorism drive with the Taiwan Strait issue,"" Kao said, adding that relevant US officials have on many occasions reaffirmed similar commitments to the ROC."
1,Kao said US President George W. Bush's trip to Shanghai is mainly to attend the annual informal leadership meeting of the Asia-Pacific Economic Cooperation (APEC) forum to seek expansion of the anti-terrorism coalition.
1,"Against this backdrop, Kao said, the ROC government is optimistic about defense cooperation with the United States."
1,"Kao said several senior Bush administration officials, including Secretary of State Colin Powell, has also made reassurances that the United States would not seek mainland China's support for the anti-terrorism campaign at the expense of Taiwan."
0,"It said the helicopters were designed for high altitudes typical of much of mainland China, including its Afghan border."
1,The Post quoted US officials as saying the White House was considering a waiver of sanctions imposed after the 1989 Tiananmen Square crackdown in Beijing to allow the sale of parts for Black Hawks that Washington sold to mainland China in the 1980s.
1,"18 (CNA) -- The Republic of China government believes in the US commitment to separating its anti-terrorism campaign from the Taiwan Strait issue, a senior Ministry of Foreign Affairs (MOFA) official said Thursday."
1,"Noting that the United States has consistently attached great importance to Asia-Pacific regional stability and security, Kao said the robust US arms sales package to Taiwan struck in April this year signifies that the United States is serious about security in the region."
1,"Prior to his departure for Shanghai, Bush said during his meeting with mainland Chinese President Jiang Zemin, he will reaffirm to Jiang the US support for the ""one China"" policy as well as its desire to see a peaceful solution to all disputes between the two sides of the Taiwan Strait."
1,"Stanley Kao, director of MOFA's North American Affairs Department, made the remarks amid mounting concerns about the possibility that the United States could compromise Taiwan's interests in exchange for mainland China's cooperation in the current US-led war on global terrorism."
0,"""There\'s no such sale or waiver contemplated,"" he said."
1,"Afghanistan is now under US bombardment for refusing to hand over the chief suspect in the Sept. 11 attacks on New York and Washington, Saudi-born dissident Osama bin Laden [Usama Bin Ladin]."
1,"Meanwhile, a foreign wire service report from Shanghai quoted a senior US Department of State official as saying Wednesday that the Bush administration has no plans to ease sanctions against mainland China."
1,"Commenting on a Washington Post report that the Bush administration was considering waiving sanctions that bar sales of military-related equipment to mainland China, Kao said MOFA is trying to obtain more information about the report."
1,"President Khatami, for his part, highlighted a collective quest by OPEC member states to stabilize oil prices at a reasonable level."
0,"The Venezuelan president has been embarked on a tour of several European and African countries including Austria, Libya and Algeria in his efforts to garner support to prop up oil prices."
1,"Elsewhere in his remarks, Khatami lashed out at the recent US-led attacks on Afghanistan, and voiced Iran's displeasure with developments in the war-ravaged country."
0,He is scheduled to leave Tehran Sunday evening for Moscow to follow up his deliberations on the same subject with Russia as one of the most important non-OPEC oil producing countries.
1,"He reiterated OPEC's concern to ensure the interests of producers and consumers, and pledged for cooperation among the members of the organization to protect producers' interests and bring price stability to world oil markets."
1,"Speaking at a meeting with his Iranian counterpart President Mohammad Khatami, Chavez recalled the looming recession in world oil markets following the September 11 terrorist attacks on the U.S., and remarked that cooperation among OPEC member states, particularly the Islamic Republic is a must to secure their interests."
1,"Tehran, Oct 21, IRNA -- Visiting Venezuelan President Hugo Chavez here Sunday underscored the need for coordinated efforts among members of the Organization of Petroleum Exporting Countries (OPEC) to keep oil prices at a 'fair' level."
1,He reiterated the need to set up a coalition government in Afghanistan comprising all Afghan groups to reinforce stability.
1,Khatami and Chavez agreed that 'Dialogue Among Civilizations' could serve to mitigate clashes of civilizations and would also ensure a durable peace.
1,He further called on non-OPEC oil producers to cooperate with the organization to alleviate existing concerns over falling oil prices.
0,"Venezuelan President Hugo Chavez whose country holds the rotating chairmanship of OPEC arrived at Tehran Sunday from Riyadh, Saudi Arabia, for talks with President Khatami on oil related issues."
1,"The head of the Spanish Government, Jose Maria Aznar, told Argentine President Fernando de la Rua that Spain has absolute confidence in Argentina\'s economy, and that Madrid has placed a ""strategic bet"" on Argentina overcoming its economic crisis, said official sources in Spain."
0,"According to the Spanish foreign ministry, Aznar and De la Rua also spoke about the next Ibero-American Summit, which will take place this November in Lima, as well as relations between the European Union and Latin America."
0,"During a private dinner held Tuesday [16 October] at Moncloa Palace, the seat of the Spanish presidency, the leaders examined Argentina's economic problems and the electoral setback suffered by the governing Alliance in the elections held Sunday [14 October] in Argentina, according to sources within the Spanish foreign ministry."
0,"The Spanish leader also took advantage of the occasion to tell the Argentine head of state about his last telephone conversation--which took place on Monday [15 October]--with US President George W. Bush, regarding the progress of military operations in Afghanistan."
0,"At the dinner attended by Aznar and De la Rua, who both also took part in the inauguration of the Second International Congress of the Spanish Language in Valladolid (center) that day, Spanish Economy Minister Rodrigo Rato, Interior Minister Mariano Rajoy, and Foreign Minister Josep Pique were also present."
0,"During that conversation, Bush and Aznar also spoke about the situation in Argentina, the Spanish president told De la Rua."
1,"Rato explained the macroeconomic measures that were applied in Spain to De la Rua, at a time when the Argentine Government is aiming for a zero deficit."
1,"""Relations with Venezuela are important for Russia, and twice as important considering the fact that at present Venezuela is the chairperson at OPEC,"" President Putin said."
1,He thanked the Russian leader for meeting him immediately after his return from the Shanghai summit and the visit to Dushanbe.
0,"Hugo Chavez is visiting Moscow within the framework of a long tour, which includes some European countries, Algeria, Iran, Libya and Saudi Arabia."
0,"The purpose of the trip of Hugo Chavez is to find ways of effectively protecting the oil market and the world oil prices, as well as the interests of Venezuela as one of the world's biggest oil exporters."
1,"He reiterated his ""friendship and Venezuela\'s enormous interest in maintaining relations with Russia."""
1,"""I never thought we would meet so soon,"" Chavez said."
0,"MOSCOW, October 22 (Itar-Tass) - Russia is actively holding consultations with the oil exporting countries, President Vladimir Putin said at a meeting with Venezuelan President Hugo Chavez in the Kremlin on Monday."
0,"The first one took place last May, when he held talks with Russian leaders."
1,"It is taking place at the time, when ever more OPEC members begin to support the idea that oil production should be reduced again, in order to stop the continuing decline of the prices of hydrocarbons on the world market."
1,"In his turn, President Hugo Chavez of Venezuela expressed gratitude to Putin ""for the generosity of his soul."""
1,"This is why the current meeting with the leader of the country, which is the OPEC chairperson now, is going to be interesting, he added."
1,"He said in this connection that Russia supported the keeping of oil prices ""within the just range."""
0,This is the second visit of Hugo Chavez to Russia this year.
0,"Late last week the price of crude oil went down at stock exchanges to 19.07 dollars per barrel, which is the lowest level since 1999."
1,"He stressed he was especially satisfied with the fact that ""the Russian-Venezuelan dialogue has become stable and dynamic."" In his opinion, this is a positive factor, especially from the point of view of ensuring stable oil supply on the world market."
1,"The forum attracted wide attention both at home and abroad, as China is to be admitted into the WTO at the forthcoming new round of WTO multilateral trade talks in Doha, Qatar, in November."
0,It was held during the ongoing 90th Session of the Chinese Export Commodities Fair from October 15 to 26 in this provincial capital of south China's Guangdong Province.
1,"He suggested that the six major risks China will confront include the development of medium-sized and small enterprises, and the setting up of a sound social security system and a society ruled by law."
0,"Wu Jinglian, a leading Chinese economist, said the WTO agenda sets a transition period of only five years for China's adaption to the WTO rules and practices."
0,"Guangzhou, October 22 (XINHUA) -- A forum on the WTO (the World Trade Organization) and the Chinese economy was held here Monday."
1,"Experts said the Chinese economy will have tremendous opportunities after China's entry to the WTO, while it will also face many challenges which will require accelerated and profound reform in enterprises, the financial system and social security."
0,"Over 200 economists, officials and entrepreneurs attended the forum."
0,Thailand and China had preliminary talks on a bilateral free-trade area last year.
0,"Local dailies quoted senior Commerce Ministry official Boontipa Simaskul as saying that if China agrees to form a bilateral free-trade area, the time frame will be set immediately."
0,"ASEAN comprises Brunei, Cambodia, Indonesia, Laos, Malaysia, Myanmar, the Philippines, Singapore, Thailand and Vietnam."
0,Senior officials from the 10-member ASEAN and China are due to meet in Beijing from May 13 through 15 to draw up a blueprint for a regional free-trade area.
1,The meeting is the first since the initiative got the nod from their leaders during the annual ASEAN-China leaders' summit in Brunei last November.
0,"The China-ASEAN free-trade area would be the world's largest with a combined market of nearly 1.8 billion people, a regional gross domestic product of US$2 trillion and international trade worth $1.2 trillion."
1,"Bangkok, 09 April Kyodo -- Thailand expects China's official response to its proposal for a free-trade agreement Friday when Thai Prime Minister Thaksin Shinawatra meets Chinese Premier Zhu Rongji on the sidelines of a regional economic conference, local dailies said Tuesday."
0,"Thaksin will leave Thailand on Thursday to visit Hainan Island in southern China to attend the first meeting of the two-day Boao Forum for Asia, which starts Friday."
1,"Boontipa, head of the ministry's Department of Business Economics, said the time frame of the bilateral free-trade area would be shorter than the 10-year time frame envisaged for a free-trade area between China and the Association of Southeast Asian Nations (ASEAN), of which Thailand is a member."
0,Thaksin will also meet with Japanese Prime Minister Junichiro Koizumi and South Korean Prime Minister Lee Han Dong on the sidelines of the conference before leaving for home Friday evening.
1,"Powell said: Bush\'s statement is similar to that of Ronald Reagan who described former USSR as an ""Evil Empire."""
1,The United States does not rule out the possibility of holding dialogues with the countries of the Axis of Evil.
1,"Secretary of State Colin Powell said on 5 February that it was not an alarmist remark when George W. Bush labeled Iran, Iraq, and the Democratic People\'s Republic of Korea [DPRK] as the ""Axis of Evil"" when he was delivering the State of the Union Speech last week."
1,The United States is ready to cooperate with its allies and discuss with them how to deal with such regimes.
0,"Hong Kong, 6 Feb (ZTS) News from Washington:"
1,"Powell\'s remark came when he attended a hearing sponsored by the Foreign Relations Committee of the US Senate and spoke in defense of the statement of the ""Axis of Evil"" which has been widely criticized."
1,Powell said: The need to take actions against these countries does not mean that we will launch a war against or invade someone tomorrow.
1,"According a report, during his two-hour discourse, Powell said that it is correct to describe Iran, Iraq, and the DPRK as the ""Axis of Evil."" He said: But this does not mean that the United States will launch a war against them."
1,"In the near future, this means that the United States will consider the three countries mentioned and other countries that might be mentioned as the major points of its policy."
1,"4 February was such a failure that Chavez, even though it pained him, had to accept democratic methods to reach power."
1,4 February is one of the most terrible days in Venezuelan history.
1,"In what way can Lieutenant Colonel Hugo Chavez be seen as comparable to Jose Felix Ribas, Francisco Salias, the philosopher Juan German Roscio, or Canon Jose Cortes de Madariaga?"
1,We must prevent his attempt to exercise power as if he had won on 4 February.
1,"President Chavez himself now boasts of having spent 20 years conspiring -- that is, eroding the armed forces' loyalty -- to achieve his goal of conquering power."
1,Venezuelan democracy has not given anyone as much as it gave Chavez.
1,"He asserted, in these exact words, this barbarism: ""4 February is not just any date, it is a historic date we can well compare to 19 April 1810, when that civic-military rebellion also opened a new path towards national independence."""
1,"This was not the case, and the Venezuelan people rejected him as a coup participant."
1,"There were numerous deaths, and no one can feel proud of the consequences."
1,"4 February was not only a military failure for Chavez; it was also an episode that caused enormous losses, human and economic, for all Venezuelans."
1,"Seeing in believing, and the longer you live the more you see."
1,"4 February upset the lives of Venezuelans with the ghost of a military insurgency that we had all thought had been overcome, because it belonged to past eras and because the armed forces were fully within the legitimate order, complying with institutional precepts, far from the meddling forbidden by the constitution."
1,Comparing it with 19 April 1810 is another armed coup and must be rejected with all determination by the academies and by those who in one way or another must preserve our historical legacy from adulteration or deceitful use.
1,"The reason for this is simple: He has to respect the democratic rules of the game, the freedom of expression that causes him so many nightmares, the presence of the fundamental institutions of the nation whose right to exist he denies."
1,This is a great demonstration of political cynicism.
1,What is there about a coup against the constitutional order that could resemble the most important day in Venezuelan history?
1,"That was what happened in 1998, and still today, Chavez gives constant demonstrations of discontent and irritation at having been democratically elected."
1,"If he wants to look for a comparison, maybe he would find one in the likewise thwarted coup by Colonel Pedro Carujo against Jose Maria Vargas."
1,"He should acknowledge these debts and make the effort to learn to live in a democracy, respecting others' rights."
1,"This is a simple lack of respect, an abuse of history, an unacceptable degradation."
1,"Chavez did not try to overthrow Fernando VII, and if it had been up to him we would still be under the domination of the Bourbon dynasty."
1,"No one had gone so far in the anthology of rhetorical follies, or in falsifying history."
1,"He wants to disguise the failed date of 4 February to create the collective illusion of a military victory, which would permit him to govern us from Miraflores as if he really had reached power that day."
1,"In fact, the armed forces made great contributions to the country's stability, because when each sector of Venezuelan society complies with what is set out for it in the legal order, countries are preserved from the vicissitudes of coup plotters."
1,"No one had ever tried to compare themselves to, and put themselves in the same position, as the founders of the nation, as the thwarted leader of the 4 February 1992 coup has now tried to do."
1,"Once he was taken prisoner, democracy exhausted all its generosity, just as Vargas did with Carujo."
1,"Imagine what would have happened to us Venezuelans if in fact on that terrible day the lieutenant colonel, instead of staying in the museum, had advanced on the government building with the vast forces backing him."
1,Trying to destroy it now is inconsistent.
1,"It was written, the episode was broadcast live, and there was no way that those words from the president of the Republic were adulterated, deformed, or falsified by the hidden agents of the media conspiracy."
1,"Today, with this official ""celebration,"" Venezuela is in mourning."
0,This system of freedoms made him president of the Republic.
1,"Oddly enough, speculations swirled in Washington that Powell listened to President Bush\'s speech and his threats to ""the axis of evil"" like any other US citizen."
1,A catastrophe would engulf every country if the US arms industry progressed at the expense of the world's security and stability.
1,"The United States is these days ruled by an alliance between two main lobbies, the arms lobby and the Zionist lobby, which sees the world through the eyes of Ari'el Sharon and his extremist government."
1,"He does not want to repeat his father's mistake, being defeated in the next elections because of economic factors."
1,"US Secretary of State Colin Powell, described as one of the few enlightened officials in President Bush\'s administration, is trying to ""patch up"" President Bush\'s statements, especially his latest one in which he made reckless threats at the ""axis of evil,"" namely Iran, Iraq and North Korea."
1,"At any rate, Secretary Powell\'s remark about the US administration\'s readiness to enter dialogue with these ""evil"" states and with Washington\'s friends on ways of dealing with them involves some contradictions."
1,The fact that he subsequently denied these speculations does not mean they are baseless.
1,"The current US administration will consult with no one, not even its closest allies, whether in Europe or its followers in the Third World, particularly in the Arab world."
1,He is therefore planning to trigger wars here and there to revive the flagging arms industry.
1,"The US administration has already decided to ""punish"" any country it believes poses a danger to the Hebrew State."
0,President Bush is facing a recession and an economic crisis.
1,For he affirmed in the first speech that there would be no dialogue with Iraq until after it has accepted the return of the UN arms inspectors.
1,"These are fine words, but they do not reflect the reality, because the hard-line wing in the US administration comprising Vice President Dick Cheney, Secretary of Defense Donald Rumsfeld, and National Security Adviser Condoleezza Rice have the final say in running affairs at the White House, and have direct influence on President Bush."
1,"A day after President Bush\'s threat to crush these countries and use all means to prevent them from developing weapons of mass destruction, Secretary Powell said before the Senate Foreign Relations Committee that ""characterizing these counties as the axis of evil does not mean that his government intends to invade them."""
1,"It lumped North Korea with Iran and Iraq as part of the ""axis of evil"" only to mislead Arabs and Muslims and to create the impression that Islam is not alone targeted."
1,"He added: ""We are prepared to initiate a dialogue, and we want to work with our friends and allies in the world on ways of dealing with such regimes."""
1,"This mentality simultaneously raises apprehensions and resentment, because international economic prosperity can be built on stability, not wars."
1,We therefore have to expect the worst in the near future.
1,"He had not read the speech before President Bush delivered it, as he was supposed to do by virtue of his post."
1,"The United States is currently run by a typical Texan mentality, which is closer to that of cowboys than to a civilized mentality that believes in dialogue and coexistence among peoples."
1,"In the latter case, the blame for this fruitless effort belongs not to the stinginess of the US Government but rather to a mix of shortsightedness and irresponsibility among Argentine leaders."
1,An accord with the governors would be a clear sign that public spending was going to be brought under control where it is most out of control.
1,"And the budget would have been a message from the political community at large, not just from the president and his top ministers, that the zero deficit program enjoys a consensus."
1,"De la Rua waited anxiously until Saturday evening for his cabinet chief, Chrystian Colombo, to at least announce that an accord with the Peronist governors would be signed on Monday (this would also have been a sign about the budget, because of the influence that the governors have over their provincial lawmakers)."
1,"As if not enough messages in this regard had been conveyed through a thousand different channels, the powerful head of the National Security Council, Condoleeza Rice, who is Bush's chief adviser, put it bluntly in public remarks last Thursday that came close to representing interference in the country's domestic affairs."
1,"The Treasury Department, however, in spite of the good offices of its number two man, John Taylor, is still taking the cool approach towards Argentina that its head, Paul O'Neill, had adopted."
1,In this sort of crisis there can never be just one guilty party.
1,Rice even went so far as to mention the need for political leadership in Argentina to resolve its economic crisis.
1,The new federal pact will necessarily mean that those who won the elections will have to give up funding.
1,"Domingo Cavallo was not at the meeting with Bush because his president, seeing that his hands would be empty, wanted to ignore economic issues at the summit."
1,"The president, in turn, was supposed to give evidence of his ability to manage the conflict."
1,"The Argentine Government wants fresh funds in order to reschedule its debt, funds that could come from the International Monetary Fund or the US Treasury itself."
1,"President Fernando de la Rua, Economy Minister Domingo Cavallo The summit between George W. Bush and Fernando de la Rua may have changed many things, but it may also have changed nothing."
1,"Argentina had to show the world that the decision to reschedule its public debt is not a default in disguise; moreover, the success of the most recent economic plan is at stake."
1,"Colombo called him up, but only to tell him that it had all been in vain."
1,"Among US Government institutions, the State Department is the one most inclined to help Argentina, followed by the Security Council, albeit less enthusiastically."
1,"The political accords reached in New York were noteworthy, because the Argentine Government supported all of the US Government's present and future needs in the war in Afghanistan."
1,"A less utopian wish is to get multilateral agencies, or some of them, to guarantee the Argentine offers to its creditors."
1,That sort of meeting would have lent a noteworthy twist to the Argentine case.
1,"In spite of all this, our politicians did not meet either of the requirements that were described in detail from abroad: there had to be an agreement between the national government and the provinces in connection with revenue sharing, and Peronism also had to send a clear-cut message that it would help get the 2002 budget passed in Congress."
1,"Argentine leaders, regardless of their leanings, were thus supposed to demonstrate their commitment to economic austerity and their determination to confirm and honor the institutional timetable of the De la Rua administration."
1,How could the United States be asked to do such a thing if Argentina was unable to show a modicum of internal political discipline in advance?
1,"Why put emphasis on economic issues, on the only area in which failure would be a foregone conclusion?"
1,"The De la Rua administration has an even more urgent need: regardless of what might be said, Argentina needs the IMF to disburse as soon as possible more than $1.2 billion that is scheduled for December."
1,"In either of these cases, Washington had to be convinced that Argentina deserved bailing out and then act accordingly."
1,It was also quite naive to think that Peronism would readily reach an agreement with a defeated administration.
1,"The government is also paying the price for its delays in putting together a plan in the wake of its electoral defeat, with interest payments on the public debt maturing very soon as well."
1,He realized that nothing would come of a meeting whose demands had been clearly stated and then not met.
1,"Argentina, which in recent days has again been making all of the world's newspapers in the worst sort of way, had to fulfill these requirements because it needed to gain Washington's active, not just verbal, support."
1,"First off, Bush could have brought discipline to his administration in connection with the case of Argentina."
1,But those were the US needs.
1,"The Argentine Foreign Ministry had previously stopped importuning Brasilia to have Brazilian President Fernando Henrique Cardoso and Argentine President De la Rua meet jointly with Bush, as they had agreed to do at the most recent meeting between the two countries in Sao Paulo."
1,"USP [University of Sao Paulo] professor Emir Sader believes that Peronists will remain in power after the elections, slowly growing weaker, allowing room for the emergence of new leadership."
1,"""The degree of pauperization will be brutal."
1,"Either one pays attention to the will of the people or what happened will happen."" Maia commented."
1,"The Argentine TV station Todo Noticias [""All News""] reported yesterday that President Fernando Henrique Cardoso on Saturday night telephoned Cordoba Province Governor Jose Manuel de la Sota, of the Justicialist Party (PJ) -- who once served as ambassador to Brazil -- to voice his concern over incidents in the country."
1,"Brazil cannot stand by with its hands folded just watching all of this,"" Genoino affirmed."
1,"I hope that this can alert the Brazilian Government to revise its relationship with the IMF."""
1,"He noted, ""Brazil should adopt an open posture with relation to Argentina, which is experiencing a tragedy."""
1,"For the political scientist, Argentina cannot wait for assistance from the American Government."
1,This is viewed as the main impediment to the establishment of political order in the country.
1,"Violent attacks at the Argentine legislature sounded alarm bells in the Brazilian political arena, to the point that senators of the official and opposition parties defended more concrete support from the Brazilian Government for Argentina."
1,We have a very risky scenario.
1,The concern now is security.
1,"He asked that Brazil promote meetings in the South American continent, or serve as intermediary in negotiations with international institutions."
1,Any step backward for democracy on the continent would be a disaster.
1,"All eyes are on Pakistan, China, and Russia."""
1,"According to the reporter, the Brazilian president apparently advised De la Sota to move forward the elections, initially slated for March 2002."
1,"""Cardoso told De la Sota that the images of the protests at the Plaza de Mayo show a country on the verge of a civil war,"" one of the channel\'s journalists commented."
1,"""The political warning must be heeded."
1,"We don't know where it will go, against whom."
0,But neither Itamaraty nor the Planalto Palace confirmed the president's phone call to the governor of Cordoba.
1,"""This is an unpredictable, anarchical situation."
1,"Senator Heloisa Helena (Workers Party -- Alagoas) said that Latin American countries should always join together to speak with international economic institutions, in order to maintain autonomy in their economies: ""Now we see what happens when one country abdicates its financial autonomy."
1,"Sader affirmed, ""The new policy of (US President George W.) Bush is to permit decay."
1,Deputy Jose Genoino (Workers Party -- Sao Paulo) said that the wave of looting threatens Argentine democracy.
1,Concern has spread to Brazilian legislators.
0,PSDB [Brazilian Social Democracy Party] President Jose Anibal (Sao Paulo) said that Cardoso has already placed himself at the disposal of the Argentine Government to talk to international financial institutions.
1,"Everything depends on how long it takes for Peronism to burn out and new leadership to emerge,"" Sader said."
1,Analysts: Lack of Alternative for Power
0,"In addition to Argentina there are other countries in crisis, such as Colombia and Venezuela."
1,"For Jose Agripino Maia, PFL [Liberal Front Party] leader in the Senate, although Brazil has detached itself from Argentina, it should not disregard the message of the crises that is devastating the neighboring country."
1,Latin America is no longer important because the focus now is on global security and no longer on the international economic order.
1,Legislators Request Action from the Brazilian Government
1,Political scientists agree: Argentina lacks a political force that can stand up to Peronism and Radicalism.
1,"We have to wait until the elections are over before concluding."""
1,"However, Zimbabwe\'s minister of state for information, Jonathan Mayo, accused Blair of leading a ""racist"" campaign against its former colony and lashed out at his attacks on Mugabe as ""thoroughly disgraceful and unacceptable""."
1,"""Our people have decided and that is what matters to us."
1,"Why should it handle Zimbabwe?"", Mkapa said, railing at what is being perceived as interference in another country\'s internal affairs."
1,"""How does it (the Commonwealth) handle Zimbabwe?"
1,"It is believed that the proposal calls for a report from observers within two weeks of the elections, and a decision to be made in full on whether to impose sanctions within four weeks."
1,Several Asian nations have privately said they would also oppose sanctions.
1,"Mugabe has reportedly told Blair ""to keep your pink nose out of our affairs,"" the Sun-Herald reported here Sunday."
1,"The issue has threatened to fracture the organisation along rich/poor, black/white lines, despite calls from its head, Queen Elizabeth II, in her opening address Saturday to work to bridge cultural differences."
1,"It\'s not their (Britain\'s) right or responsibility to decide on our elections."""
1,"Fijian Foreign Minister Kaliopate Tavola told journalists that as a nation which has suffered Commonwealth sanctions, Fiji believed they were the wrong way to go."
1,"""I mean, if there wasn\'t (suspension) in these circumstances, the Commonwealth would be badly damaged,"" he warned."
0,Fiji was only readmitted to the Commonwealth in January after being expelled following the 2000 coup.
1,But proposals involving a timetable for the imposition of post-election sanctions put forward by Canada's Prime Minister Jean Chretien to the leaders' retreat provided the first sign of a possible breakthrough.
1,"Australian Foreign Minister Alexander Downer told Australian television Sunday there was some sympathy for Mugabe's comments among African leaders, whose countries were once part of the British empire."
1,"Britain and Australia have abandoned their push to suspend Zimbabwe from the Commonwealth before the March 9-10 elections in face of increasingly angry opposition led by Nigeria, South Africa and Tanzania."
1,"COOLUM, Australia, March 3 (AFP) -- Hopes of a breakthrough in the Commonwealth's bitter deadlock over Zimbabwe rose Sunday as Canada sought to resolve the row after African nations accused Britain of neo-colonialism."
1,"""The Canadian position was that the elections will occur a week from now and that we have observers there."
1,"Tanzania\'s President Benjamin Mkapa earlier told journalists in a stout and rare public defence of Mugabe, that even discussing the situation at the Coolum talks threatened the ""prerogative and sovereign right of the people of Zimbabwe to make an unfettered choice of their leader and government""."
1,"He said the formula proposed by Canada would include ""a mechanism for a quick decision"" once the results of the elections are known, but would not be drawn further."
1,"""Everybody has agreed that nothing will be done before the elections"", Chretien told reporters here Sunday, adding a communique would be issued Monday."
1,"British Prime Minister Tony Blair said Sunday that if President Robert Mugabe won and it were clear he had won by fraud, then he had no doubt Zimbabwe would be suspended."
1,He also claimed the opposition leader Morgan Tsvangirai was a British sponsored candidate.
1,"""What we do in Zimbabwe as an independent sovereign state is in accordance with our constitution and our laws,"" Moyo told reporters."
1,"""There is still that very strong sense that Britain and other countries (are) sometimes being neo-colonialist."""
1,They believe the credibility of the Commonwealth will be severely damaged if there is no decisive action.
0,The 54-nation Commonwealth is one of the few organisations to have observers on the ground in Zimbabwe in the run-up to elections in which the opposition Movement for Democratic Change (MDC) led by Tsvangirai is challenging Mugabe's 22-year rule.
0,Political violence in the lead up to Zimbabwe's elections next weekend again overshadowed the Commonwealth Heads of Government Meeting (CHOGM) during a second day of crunch talks here.
1,But Britain still wants sanctions imposed if Commonwealth monitors find evidence of ballot rigging.
1,"""Go to hell,"" said Mugabe."
1,MKAPA SAYS PUNITIVE ACTION AGAINST ZIM PREMATURE
1,It is not evolving in Coolum.
1,"""I don\'t think it has reached a point that we will have alienation because of what is going on in Zimbabwe."
1,"The Commonwealth had observers in Zimbabwe, so why don\'t we listen to them"", he told reporters."
1,"Speaking ahead of the second executive session of the Commonwealth Heads of government in the Australian east coast resort on Coolum, he said any decision on sanctions or suspension would be premature ahead of the election: ""The scene is evolving in Zimbabwe."
1,"Let\'s wait and see...Let the observers give their observation and then we will know if its free and fair."""
1,Blair has warned that the 54-member Commonwealth's reputation could be damaged if it failed to take decisive action against Mugabe.
1,Mkapa also indirectly criticised British Prime Minister Tony Blair who is on record as saying that the elections were likely not to be free and fair.
1,"Mkapa reiterated that quiet diplomacy was the correct route to follow, a view shared by his other Southern African Development Community colleagues."
1,"Commonwealth leaders on Saturday delayed talks on how to respond to the political crisis in Zimbabwe, opting to do so on Sunday in the privacy of their traditional retreat, away from advisers and officials."
1,"If we are to make an intelligent, rational decision, then we need to allow the scene to be played out there."
1,"Mkapa said he has a real problem with the media which assumed that if President Robert Mugabe won the elections, it would not have been a free and fair poll."
1,The BBC reported that Blair was hopeful that if Mugabe did win the election then Zimbabwe's suspension from the h would follow.
1,"I do not like the assumption, that unless Mugabe or Zanu-PF loses the election, it will not be free and fair."""
1,"Tanzanian President Benjamin Mkapa joined his African counterparts here on Sunday in rejecting calls from Britain, Australia and Canada for punitive action against Zimbabwe ahead of the presidential elections in that country on March 9 and 10."
0,"Among the eight attacks noted above, it was confirmed that a ransom payment was made in five of the cases."
0,"Involved were two employees, of a local company that had merged with an established Japanese oil-related company, and an Indonesian state-run company."
0,"In April, in waters off Sumatra Island, an armed group ambushed a cruise ship."
0,The Nippon Foundation revealed that the number of pirates in Southeast Asia attacking ships for ransom is on rise.
1,"A prevailing view is that these piracy attacks are actually committed by anti-government guerrillas amidst mounting political unrest."""
0,"During the past several years, pirate attacks have shifted from a ""syndicated"" crime of attacking large cargo ships to a minor crime of theft or robbery."
0,"Yoshihiko Yamada, domestic division chief of Nippon Foundation\'s Department of Marine Affairs said, ""There were very few piracy attacks for ransom on commercial vessels."
0,"Ninety of the attacks, approximately half of attacks that took place in the world, were reported in Southeast Asian waters."
1,"However, the foundation warned that the number of pirate attacks, in the new form of sea jacking ships for ransom, has been increasing."
0,"In addition, an Indonesian-registered ship was attacked and the crews from two ships, including a captain, were kidnapped and held for ransom."
0,"According to the International Maritime Bureau, a civic organ which acts on reports of suspicious shipping movements, piracy, and armed robbery at sea anywhere in the world, the number of pirate attacks in the first half of this year stood 165, exceeding the record high of 161 pirate attacks in 2000."
0,"However, negotiations about ransom were not disclosed."
